EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
688740,167439,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-22,8,8.0,2015,2015.0,7.0,64.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
688750,203783,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-09-26,8,9.0,2015,2015.0,42.0,54.0,Male,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688751,351504,Permanent housing (other than RRH) for formerly homeless persons (HUD),2015-08-15,2015-12-08,8,12.0,2015,2015.0,115.0,58.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
688752,167911,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-09-21,8,9.0,2015,2015.0,37.0,64.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
688753,316159,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-11-18,8,11.0,2015,2015.0,95.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688754,402130,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-27,8,8.0,2015,2015.0,12.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688755,387703,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-22,8,8.0,2015,2015.0,7.0,39.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
688756,370346,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-18,8,8.0,2015,2015.0,3.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688757,280121,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-22,8,8.0,2015,2015.0,7.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688767,403361,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-18,8,8.0,2015,2015.0,3.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
688768,403936,Hospital or other residential non-psychiatric medical facility (HUD),2015-08-15,2015-09-17,8,9.0,2015,2015.0,33.0,37.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),,,
688770,373323,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-09-02,8,9.0,2015,2015.0,18.0,50.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688777,404041,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-23,8,8.0,2015,2015.0,6.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Permanent housing (other than RRH) for formerly homeless persons (HUD)
688780,281794,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-26,8,8.0,2015,2015.0,9.0,44.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688782,288078,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-10-14,8,10.0,2015,2015.0,58.0,36.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688784,253473,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-18,8,8.0,2015,2015.0,1.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688785,128049,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-22,8,8.0,2015,2015.0,5.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688788,365130,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-09-04,8,9.0,2015,2015.0,18.0,23.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Residential project or halfway house with no homeless criteria (HUD)
688796,399024,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-23,8,8.0,2015,2015.0,8.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688797,294505,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-18,8,8.0,2015,2015.0,1.0,47.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
688800,408793,Permanent housing (other than RRH) for formerly homeless persons (HUD),2015-08-17,2015-09-11,8,9.0,2015,2015.0,25.0,39.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688803,169662,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-09-16,8,9.0,2015,2015.0,30.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688804,368692,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-27,8,8.0,2015,2015.0,10.0,33.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
688805,395939,"Rental by client, no ongoing housing subsidy (HUD)",2015-08-18,2016-02-11,8,2.0,2015,2016.0,177.0,57.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688806,402258,Hospital or other residential non-psychiatric medical facility (HUD),2015-08-19,2015-08-26,8,8.0,2015,2015.0,7.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688807,333631,"Staying or living with friends, temporary tenure (HUD)",2015-08-20,2015-08-21,8,8.0,2015,2015.0,1.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688813,172864,"Staying or living with friends, temporary tenure (HUD)",2015-08-20,2015-11-21,8,11.0,2015,2015.0,93.0,24.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
688821,404523,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-11-11,8,11.0,2015,2015.0,88.0,46.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
688825,408496,Permanent housing (other than RRH) for formerly homeless persons (HUD),2015-08-15,2015-09-11,8,9.0,2015,2015.0,27.0,44.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Client doesn't know (HUD)
688827,278004,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-16,8,8.0,2015,2015.0,1.0,43.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 2 - At imminent risk of losing housing (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688829,408494,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-25,8,8.0,2015,2015.0,10.0,31.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
688830,375893,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-08-21,8,8.0,2015,2015.0,6.0,44.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),,,
688831,399340,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-10-21,8,10.0,2015,2015.0,67.0,20.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
688832,173737,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-12-03,8,12.0,2015,2015.0,110.0,31.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
688833,106155,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2015-12-12,8,12.0,2015,2015.0,119.0,56.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
688834,275835,"Staying or living with friends, temporary tenure (HUD)",2015-08-15,2016-03-03,8,3.0,2015,2016.0,201.0,49.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Rental by client, no ongoing housing subsidy (HUD)"
688835,313400,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-10-28,8,10.0,2015,2015.0,72.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
688836,260878,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-27,8,8.0,2015,2015.0,10.0,30.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
689310,409235,"Staying or living with friends, temporary tenure (HUD)",2015-08-17,2015-08-24,8,8.0,2015,2015.0,7.0,53.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Owned by client, no ongoing housing subsidy (HUD)"
689313,407019,"Staying or living with family, temporary tenure (HUD)",2015-08-21,2015-09-17,8,9.0,2015,2015.0,27.0,61.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
689314,169422,Psychiatric hospital or other psychiatric facility (HUD),2015-08-21,2015-10-22,8,10.0,2015,2015.0,62.0,32.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
689315,409236,"Staying or living with friends, temporary tenure (HUD)",2015-08-19,2015-11-20,8,11.0,2015,2015.0,93.0,42.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
689316,65851,"Staying or living with friends, temporary tenure (HUD)",2015-08-21,2015-08-31,8,8.0,2015,2015.0,10.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
689317,409062,"Staying or living with friends, temporary tenure (HUD)",2015-08-16,2015-08-31,8,8.0,2015,2015.0,15.0,34.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
689728,167279,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-08-30,8,8.0,2015,2015.0,6.0,50.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
689730,373731,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-08-27,8,8.0,2015,2015.0,3.0,27.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
689731,333631,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-09-11,8,9.0,2015,2015.0,18.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
689733,280121,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-09-22,8,9.0,2015,2015.0,29.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
689734,291392,"Rental by client, with VASH housing subsidy (HUD)",2015-08-24,2016-02-05,8,2.0,2015,2016.0,165.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Rental by client, with VASH housing subsidy (HUD)"
689735,378313,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-09-18,8,9.0,2015,2015.0,25.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
689736,103533,"Staying or living with friends, temporary tenure (HUD)",2015-08-24,2015-09-25,8,9.0,2015,2015.0,32.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
689741,231530,"Staying or living with friends, temporary tenure (HUD)",2015-08-13,2015-08-15,8,8.0,2015,2015.0,2.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
689745,231530,"Staying or living with friends, temporary tenure (HUD)",2015-08-21,2015-09-22,8,9.0,2015,2015.0,32.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
